sample_name	bam	season	ClimGroup
22N04004	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04004.bam	Wintering	TR_CarliBay
22N04005	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04005.bam	Wintering	TR_VerdantVale
22N04006	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04006.bam	Wintering	TR_VerdantVale
22N04007	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04007.bam	Wintering	TR_VerdantVale
22N04010	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04010.bam	Wintering	TR_Preysal
22N04011	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04011.bam	Wintering	TR_Preysal
22N04012	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04012.bam	Wintering	TR_Preysal
22N04013	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04013.bam	Wintering	TR_Preysal
22N04014	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04014.bam	Wintering	TR_Preysal
22N04016	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04016.bam	Wintering	TR_Caroni
22N04017	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04017.bam	Wintering	TR_Caroni
22N04018	/scratch/alpine/c837515120@colostate.edu/AMRE/mega-non-model-wgs-snakeflow-Joan/results/bqsr-round-0/downsample-2X/overlap_clipped/22N04018.bam	Wintering	TR_Caroni
